head_node	edge_relation	tail_node
grandmother	/r/HasPrerequisite	-
grandfather	/r/HasPrerequisite	-
mommy	/r/HasPrerequisite	-
daddy	/r/HasPrerequisite	-
wife	/r/HasPrerequisite	-
husband	/r/HasPrerequisite	-
bride	/r/HasPrerequisite	-
groom	/r/HasPrerequisite	-
girlfriend	/r/HasPrerequisite	-
boyfriend	/r/HasPrerequisite	-
schoolgirl	/r/HasPrerequisite	-
schoolboy	/r/HasPrerequisite	-
sharia	/r/HasPrerequisite	-
jihad	/r/HasPrerequisite	-
christian	/r/HasPrerequisite	-
muslim	/r/HasPrerequisite	-
islam	/r/HasPrerequisite	-
hindu	/r/HasPrerequisite	-
mohammed	/r/HasPrerequisite	-
church	/r/HasPrerequisite	-
quran	/r/HasPrerequisite	-
bible	/r/HasPrerequisite	-
brahmin	/r/HasPrerequisite	-
holy trinity	/r/HasPrerequisite	-
barber	/r/HasPrerequisite	-
coach	/r/HasPrerequisite	-
businessperson	/r/HasPrerequisite	-
football player	/r/HasPrerequisite	-
construction worker	/r/HasPrerequisite	-
manager	/r/HasPrerequisite	-
ceo	/r/HasPrerequisite	-
accountant	/r/HasPrerequisite	-
commander	/r/HasPrerequisite	-
firefighter	/r/HasPrerequisite	-
mover	/r/HasPrerequisite	-
software developer	/r/HasPrerequisite	-
guard	/r/HasPrerequisite	-
baker	/r/HasPrerequisite	-
doctor	/r/HasPrerequisite	-
athlete	/r/HasPrerequisite	-
artist	/r/HasPrerequisite	-
dancer	/r/HasPrerequisite	-
mathematician	/r/HasPrerequisite	-
janitor	/r/HasPrerequisite	-
carpenter	/r/HasPrerequisite	-
mechanic	/r/HasPrerequisite	-
actor	/r/HasPrerequisite	-
handyman	/r/HasPrerequisite	-
musician	/r/HasPrerequisite	-
detective	/r/HasPrerequisite	-
politician	/r/HasPrerequisite	-
entrepreneur	/r/HasPrerequisite	-
model	/r/HasPrerequisite	-
opera singer	/r/HasPrerequisite	-
chief	/r/HasPrerequisite	-
lawyer	/r/HasPrerequisite	-
farmer	/r/HasPrerequisite	-
writer	/r/HasPrerequisite	-
librarian	/r/HasPrerequisite	-
army	/r/HasPrerequisite	-
real estate developer	/r/HasPrerequisite	-
broker	/r/HasPrerequisite	-
scientist	/r/HasPrerequisite	-
butcher	/r/HasPrerequisite	-
electrician	/r/HasPrerequisite	-
prosecutor	/r/HasPrerequisite	-
banker	/r/HasPrerequisite	-
cook	/r/HasPrerequisite	-
hairdresser	/r/HasPrerequisite	-
prisoner	/r/HasPrerequisite	-
plumber	/r/HasPrerequisite	-
attorney	/r/HasPrerequisite	-
boxer	/r/HasPrerequisite	-
chess player	/r/HasPrerequisite	-
priest	/r/HasPrerequisite	-
swimmer	/r/HasPrerequisite	-
tennis player	/r/HasPrerequisite	-
supervisor	/r/HasPrerequisite	-
attendant	/r/HasPrerequisite	-
housekeeper	/r/HasPrerequisite	-
maid	/r/HasPrerequisite	-
producer	/r/HasPrerequisite	-
researcher	/r/HasPrerequisite	-
midwife	/r/HasPrerequisite	-
judge	/r/HasPrerequisite	-
umpire	/r/HasPrerequisite	-
bartender	/r/HasPrerequisite	-
economist	/r/HasPrerequisite	-
physicist	/r/HasPrerequisite	-
psychologist	/r/HasPrerequisite	-
theologian	/r/HasPrerequisite	-
salesperson	/r/HasPrerequisite	-
physician	/r/HasPrerequisite	-
sheriff	/r/HasPrerequisite	-
cashier	/r/HasPrerequisite	-
assistant	/r/HasPrerequisite	-
receptionist	/r/HasPrerequisite	-
editor	/r/HasPrerequisite	-
engineer	/r/HasPrerequisite	-
comedian	/r/HasPrerequisite	-
painter	/r/HasPrerequisite	-
civil servant	/r/HasPrerequisite	-
diplomat	/r/HasPrerequisite	-
guitarist	/r/HasPrerequisite	-
linguist	/r/HasPrerequisite	-
poet	/r/HasPrerequisite	-
laborer	/r/HasPrerequisite	-
teacher	/r/HasPrerequisite	-
delivery man	/r/HasPrerequisite	-
realtor	/r/HasPrerequisite	-
pilot	/r/HasPrerequisite	-
professor	/r/HasPrerequisite	-
chemist	/r/HasPrerequisite	-
historian	/r/HasPrerequisite	-
pensioner	/r/HasPrerequisite	-
performing artist	/r/HasPrerequisite	-
singer	/r/HasPrerequisite	-
secretary	/r/HasPrerequisite	-
auditor	/r/HasPrerequisite	-
counselor	/r/HasPrerequisite	-
designer	/r/HasPrerequisite	-
soldier	/r/HasPrerequisite	-
journalist	/r/HasPrerequisite	-
dentist	/r/HasPrerequisite	-
analyst	/r/HasPrerequisite	-
nurse	/r/HasPrerequisite	-
tailor	/r/HasPrerequisite	-
waiter	/r/HasPrerequisite	-
author	/r/HasPrerequisite	-
architect	/r/HasPrerequisite	-
academic	/r/HasPrerequisite	-
director	/r/HasPrerequisite	-
illustrator	/r/HasPrerequisite	-
clerk	/r/HasPrerequisite	-
policeman	/r/HasPrerequisite	-
chef	/r/HasPrerequisite	-
photographer	/r/HasPrerequisite	-
drawer	/r/HasPrerequisite	-
cleaner	/r/HasPrerequisite	-
pharmacist	/r/HasPrerequisite	-
pianist	/r/HasPrerequisite	-
composer	/r/HasPrerequisite	-
handball player	/r/HasPrerequisite	-
sociologist	/r/HasPrerequisite	-
